,feature importance,biomolecule
388,0.000502828409805154,Plasmanyl-PC O-40:5_RT_23.631
389,0.0007273053784681694,PC 18:1_18:0_RT_23.662
390,0.0020170790834509395,PC 18:0_22:4_RT_23.674
391,0.0015249596781744524,PE 18:0_22:5_RT_23.68
392,0.002150963938709637,Plasmenyl-PE P-18:0_22:5_RT_23.722
393,0.0005639628895442852,DG 15:0_18:2_RT_23.724
394,0.0014050398078480567,SM d40:2_RT_23.731
395,0.004787364443778547,PC 38:2_RT_23.745
396,0.0009737312062893461,SM d42:3_RT_23.747
397,0.0001542768984629449,PC O-42:6_RT_23.756
398,0.0017005945524917374,SM d44:6_RT_23.762
399,0.007001002054766079,PC 35:0_RT_23.777
400,0.00611413089676589,Plasmenyl-PE P-18:0_20:4_RT_23.778
401,0.0011229834485648443,DG 14:0_16:0_RT_23.781
402,0.0019963365470003734,SM d39:1_RT_23.786
403,0.001290337815645613,Plasmanyl-PC O-38:4_RT_23.794
404,0.002618946385175627,PC 39:3_RT_23.807
405,0.0006033940917661848,Plasmenyl-PE P-18:0_18:2_RT_23.828
406,0.0011145738930316653,Plasmenyl-PC P-18:0_20:3_RT_23.833
407,0.001955599827940253,Plasmanyl-PC O-42:6_RT_23.839
408,0.001272542667891505,PC 42:5_RT_23.841
409,0.002138421115165302,PC 18:0_20:2_RT_23.863
410,0.0002933165723863397,SM d38:0_RT_23.871
411,0.0050130429347954465,Plasmanyl-PE O-18:0_20:4_RT_23.874
412,0.0009386130316362873,Plasmanyl-PC O-40:4_RT_23.882
413,0.0027739836768564535,Plasmenyl-PE P-18:0_22:5_RT_23.887
414,0.0005866331447726797,DG 17:1_18:2_RT_23.889
415,0.0014666253833940481,PE 18:0_20:3_RT_23.897
416,0.0020369930800898488,Cer[NS] d36:1_RT_23.898
417,0.00016760946993505134,Plasmanyl-PC O-40:6_RT_23.903
418,0.002783498225358691,Plasmanyl-PE O-18:0_18:2_RT_23.91
419,0.0016719172533126013,SM d40:1_RT_23.912
420,0.0007996824412693084,Plasmanyl-PC O-18:0_20:3_RT_23.932
421,0.0005100116728023704,PE 18:0_22:4_RT_23.937
422,0.001737043597508714,PC 37:4_RT_23.937
423,0.002025913249183463,PE 18:1_18:0_RT_23.938
424,0.0015909605246641,PC 37:7_RT_23.94
425,0.0010607285025889676,DG 32:1_RT_23.942
426,0.0014540247098386641,HexCer[NS] d38:1_RT_23.952
427,0.0008769022722511093,PC 20:4_20:0_RT_23.954
428,0.0006704378797402056,Plasmanyl-PE O-18:0_22:5_RT_23.979
429,0.0005140023744674906,PC 42:5_RT_23.995
430,0.0005861659406752994,PC O-42:5_RT_23.998
431,0.00044015091894708856,PC 40:3_RT_24.001
432,0.0033957305311418926,Plasmanyl-PC O-18:0_22:5_RT_24.009
433,0.0007672123951193721,PE-NMe2 36:2_RT_24.015
434,0.0015079325851879678,SM d41:2_RT_24.027
435,0.0006159648020113138,SM d39:1_RT_24.033
436,0.004030117003477794,Plasmanyl-PC O-34:1_RT_24.047
437,0.0024185902149447087,SM d43:3_RT_24.049
438,0.0014648805042592234,Plasmanyl-PC O-18:0_16:0_RT_24.118
439,0.000251414204902577,SM d42:2_RT_24.136
440,0.0016090509113764928,PC 37:1_RT_24.136
441,0.002438471303040386,PE 38:2_RT_24.142
442,0.0004715920994990763,HexCer[NS] d40:2_RT_24.145
443,0.0003567687288617523,Plasmenyl-PE P-18:0_20:3_RT_24.153
444,0.0007954696326789349,HexCer[NS] d42:3_RT_24.167
445,0.0027652492768771835,PE 20:4_20:0_RT_24.174
446,0.0005507168297865972,Plasmanyl-PC O-42:5_RT_24.186
447,0.0007542426147077308,Plasmenyl-PC P-18:0_18:1_RT_24.192
448,0.000787507509004956,Plasmanyl-PC O-36:2_RT_24.198
449,0.0005862340746061673,Plasmenyl-PE P-18:0_22:5_RT_24.199
450,0.0033277641973561882,SM d43:3_RT_24.219
451,0.0011100173335508274,SM d41:2_RT_24.231
452,0.0003729310706054892,Plasmanyl-PC O-18:0_22:4_RT_24.264
453,0.0018610492814899171,PC O-42:6_RT_24.271
